Id,Player @,Content,Date
590,@patbev21,As a Bulls fan you are trassssh  @patbev21,22-Mar-23
591,@patbev21,Demar not listening to you? @patbev21,22-Mar-23
592,@patbev21,Lemme guess it’s the bulls fault right? @patbev21,22-Mar-23
593,@patbev21,pat bev with a solid 0 points on 0/5 shooting tonight  @patbev21,22-Mar-23
594,@patbev21,Zach Lavine not listening? @patbev21,22-Mar-23
595,@nypostsports,Ol’ @patbev21 with a Dime Piece who has her own bag! I see ya OG’Why Bulls' Patrick Beverley won't have sex before games https://nypost.com/2023/03/22/why-bulls-patrick-beverley-wont-have-sex-before-games/?utm_source=twitter_sitebuttons&utm_medium=site%20buttons&utm_campaign=site%20buttons… via @nypostsports,22-Mar-23
596,@patbev21,Thank God @patbev21 isn’t gonna get called a bum on Bulls Twitter tonight after this dogshit game he is playing,22-Mar-23
597,@patbev21,"As we said, no expectations in Chicago @patbev21",22-Mar-23
598,@patbev21,"Dig these blues hea, @patbev21: Have you ever played in an NBA Finals? Are you an NBA Champion? Granted that doesn't necessarily define someone as an player, but...like, who are you? Why would your word hold weight to guys such as Bron & AD who are more accomplished than you?",22-Mar-23
599,@chicagobulls,"Great first half without Harden the assist leader! Locked playoffs and Pat Bev is getting shitted on  NEARLY UP 30, YALL SO ASS @patbev21 @chicagobulls",22-Mar-23
600,@patbev21,How is @patbev21 in the nba?,22-Mar-23
601,@patbev21,Nigga why you lying @patbev21,22-Mar-23
602,@patbev21,"Lmaooo pat stfu

Respectfully. @patbev21",22-Mar-23
603,@patbev21,Because Bulls fans don’t care  @patbev21,22-Mar-23
604,@patbev21,There gotta be footage somewhere @patbev21 where d receipts?,22-Mar-23
605,@patbev21,"nah, @patbev21 bring the camera to the ref gotta be the best shit ever",22-Mar-23
606,@PatBev21,"Hometown kids.

@AyoDos_11 x @PatBev21",22-Mar-23
607,@patbev21,"Yooo @patbev21 soft like charmin little boy…crying about shit you see on Twitter, enjoy mediocrity",22-Mar-23
608,@patbev21,Say it louder for the ppl in the back @russwest44 @patbev21,22-Mar-23
609,@patbev21,"I bet @patbev21 just be going up to his teammates when he know he finna get himself ejected and just be like, ""Aight yall, it's bout that time.""",22-Mar-23
610,@patbev21,We need receipts @patbev21…….,22-Mar-23
611,@smart_MS3,But why they look old as Hell?! @patbev21 looking like UPS Supervisor n @smart_MS3 lookn like a Math teacher substitute…..,22-Mar-23
612,@patbev21,Fishing for views  @patbev21 move on bro it’s crazy cause Ham had u playing 30 mins+ while going 0-7 consistently for almost 3 months….I’ve never seen a pg brick multiple uncontested layups rare air fasho,22-Mar-23
613,@patbev21,"Yeah, @patbev21 had a hard time handing how to be a valued part of the #Lakers & focused on the negative, rather than positives. He’s been traded more than than most baseball cards & should shut his mouth - GMs don’t like whiny bitches. #NBA",22-Mar-23
614,@patbev21,I feel you but Chicago fans don’t  expect a chip this year @patbev21 .. just high expectations  make the praise or criticism higher lol .,22-Mar-23
615,@patbev21,Just say you wasn’t built for this life and move on @patbev21,22-Mar-23
616,@patbev21,Yeah bc you some ass @patbev21,22-Mar-23
617,@patbev21,What are the chances @patbev21 signs these for me at the clippers game?,22-Mar-23
618,@patbev21,Dont change the fact you a bum @patbev21  i thought you was a chi town dog he got his feelings hurt,22-Mar-23
619,@patbev21,That’s my point guard! @patbev21,22-Mar-23
620,@patbev21,LMAO! Not many people outside of Chicago care. C’mon @patbev21 you know how it goes.,22-Mar-23
621,@patbev21,Bitter Bitch @patbev21 but I love ur competitive nature,22-Mar-23
622,@patbev21,Stop bitching @patbev21,22-Mar-23
623,@patbev21,No shit Mf it’s a way different microscope. YOU’RE playing for the lakers. Bulls ain’t been relevant in a decade. @patbev21,22-Mar-23
624,@patbev21,From an LA fan quit bitching @patbev21,22-Mar-23
625,@patbev21,Lmao you literally started every game even though you were status ally the worst offensive player in the association shut your stupid ass up @patbev21 clown ass,22-Mar-23
626,@patbev21,"Expectations are different, nobody expects the Bulls to do anything really lol you got Demar and Zach who never been to an NBA Finals than you got Bron and AD…. The lights shine brighter and the expectations are much higher in LA @patbev21",22-Mar-23
627,@patbev21,We like good basketball you did a lot of talking about how you can get them a chip @patbev21 enjoy the bulls hope you the best,22-Mar-23
628,@patbev21,"Welcome back home @patbev21, let’s get into the playoffs",22-Mar-23
629,@patbev21,The problem is he has 1 good game a year. Pack it up scrubbo @patbev21,22-Mar-23
630,@patbev21,"Cause the bulls not a championship team or contending for a tittle or have a top 2 player all-time and another top ten player on their roster duh @patbev21 having a streak of bad games, missing wide open 3s to consistently, is why you seen that on twitter, let that hurt go man",22-Mar-23
631,@patbev21,"Claro son los bulls jaja, como comparas a los bulls con lakers jaja, acá te evalúan juego a juego @patbev21",22-Mar-23
632,@patbev21,This is what @LAClippers is missing people like @patbev21 that make sacrifices for the good of the team. @kawhileonard and @Yg_Trece what are you willing to do for the good of the team? @ESPNNBA @NBAonTNT @NBATwitter,21-Mar-23
633,@HalfwayExperts,"Hey @patbev21 you have been selected as our favorite NBA player for our podcast. Congratulations! We thought your style on the court and on the mic is a perfect fit for our approach on @HalfwayExperts 
#BullsNation",21-Mar-23
634,@patbev21,"#ThePatBevEffect is in full swing

Who else is enjoying watching the lead star @patbev21?

#BullsNation",21-Mar-23
635,@patbev21,"Listen @patbev21 ,,, #HennyThinG !",21-Mar-23
636,@patbev21,@patbev21,21-Mar-23
637,@DeMar_DeRozan,"I still see Anthony Davis coming to @ChicagoBulls to join the dynamic duo @DeMar_DeRozan & @ZachLaVine , I need help from @Patbev21 & @ACFresh21 when @AntDavis23 comes in town next week!!   @Stacey21King",21-Mar-23
638,,Good foul,21-Mar-23
639,@patbev21,"The @chicagobulls should resign @patbev21 and Sign @JimmyButler in the off season he will be a free agent!
#Bulls will make the ECF next season at the very least! 
With 
Caruso Beverly Butler and pat Williams you have the best defensive team in the 
What you think @thekapman ?",21-Mar-23
640,@DeMar_DeRozan,"I still see Anthony Davis coming to @ChicagoBulls to join the dynamic duo @DeMar_DeRozan & @ZachLaVine , I need help from @Patbev21 & @AlexCaruso when @AntDavis23 comes in town next week!!",21-Mar-23
641,@PatBevPod,Where’s the POD @??? @rone @PatBevPod @patbev21,21-Mar-23
642,@patbev21,I can already tell @patbev21 is gonna beat the breaks out of us on game day,21-Mar-23
643,@patbev21,lucky lucky man @patbev21,21-Mar-23
644,@chicagobulls,2 Hog fans coming from Fayetteville to cheer on @patbev21 and the @chicagobulls on Wednesday!  #WPS.,20-Mar-23
645,@ZachLaVine,"Huge W for #BullsNation in double OT & game saving block by Derick jones jr. on @JHarden13

@ZachLaVine @DeMar_DeRozan @patbev21 are all gelling nicely &
@patricklw4 was a defensive force today!

#Bulls are winners of 5 of last 6. Big wins over Den, Hou, 76ers &  Twolves & Miami",20-Mar-23
646,@DeMar_DeRozan,"I know it’s been a tough season Bulls fans, but that was a fun one! Great to see them play with some heart down the stretch. Big win tonight over the Sixers! Keep setting the tone @patbev21  @DeMar_DeRozan",20-Mar-23
647,@patbev21,The @patbev21 effect,20-Mar-23
648,@DocRivers,The @sixers and @DocRivers should’ve signed @patbev21 when the Magic bought him out,20-Mar-23
649,@patbev21,The #Bulls are 8-4 since since the addition of @patbev21. No coincidence at all. #bullsnation,20-Mar-23
650,,Good team WIN tonight.  #DJones was the MVP,20-Mar-23
651,@ZachLaVine,Can we talk about how the #Bulls have been on the come up since we got @patbev21 ?? Also how @ZachLaVine and @DeMar_DeRozan been ballin since he got there too?!? #LoveIt,20-Mar-23
652,@patbev21,You dumb asses lost because Embiid ain't wanna try facilitating the rock and at least get a couple assists. Even Pat Beverly got me 2 assists and he normally doesn't come through at all. @JoelEmbiid @patbev21 @sixers,20-Mar-23
653,@JHarden13,Howcome @JoelEmbiid fouling out in the SECOND OT was the reason they lost and not the fact @JHarden13 literally shot maybe 8% from the field tonight  @patbev21 had him locked up like a late night Federico’s run,20-Mar-23
654,@patbev21,"DAVID SLAYS GOLIATH @patbev21 

EMBIIDS REIGN OVER THE BULLS COMES TO AN END",20-Mar-23
655,@patbev21,"BULLS!!!

Shout out @patbev21 for being a difference maker

And man that block by DJJ",20-Mar-23
656,@patbev21,you can never say @patbev21 doesn't have confidence lol,20-Mar-23
657,@ZachLaVine,"#BullsNation Huge shot by @DeMar_DeRozan to force OT vs 76ers
@ZachLaVine hitting big buckets in OT @NikolaVucevic playing big with @patbev21 locking down on D

To Double OT we go #Bulls fans.

Need thisW",20-Mar-23
658,@patbev21,learn how to shut your mouth next time @patbev21,20-Mar-23
659,@NBCSChicago,"Gimme the hot sauce, Pat Bev!

@patbev21 | @NBCSChicago",20-Mar-23
660,@NBCSChicago,"This is the Pat Bev Effect.

@patbev21 | @NBCSChicago",20-Mar-23
661,@NBCSChicago,"This is the Pat Bev Effect.

@patbev21 | @NBCSChicago",20-Mar-23
662,@patbev21,All @patbev21  need to do is move the ball and they going to win,20-Mar-23
663,@patbev21,I love @patbev21,20-Mar-23
664,@patbev21,i love @patbev21 coaching from the sidelines,20-Mar-23
665,@patbev21,Can you just stay in Philly after the game @patbev21,20-Mar-23
666,@barstoolsports,Bet over points on Barstool @patbev21 Will go off tonight.  Philly still going to win bet @barstoolsports,20-Mar-23
667,@PatBev21,Ball is life @PatBev21,20-Mar-23
668,@patbev21,I feel seen @patbev21,20-Mar-23
669,@chicagobulls,"Solid performance by @patbev21 last night helping get the win for the @chicagobulls 

#chicago #chicagophotographer #chicagosports #chicagobasketball #chicagobulls #chicagobullsnation #chicagobullsedits #bullsedits #patbeverly #patrickbeverley #patrickbeverleyedits #nbaedits",20-Mar-23
670,@StephenCurry30,"When @patbev21 is considered a TOP DEFENDER, ion wanna hear Nthn bout the new ERA plays defense, we just gone stick to “offensively more talented” of a wider scale of all players…..and I hear “it’s harder in todays game” to dominate, nobody told @StephenCurry30 that I guess",20-Mar-23
671,@sdkoral,"https://sportsmockery.com/chicago-bulls/all-signs-point-to-nikola-vucevic-leaving-the-chicago-bulls-this-summer/…
He doesn't care about defense and will never put in the effort required to properly defend the pick n roll. @patbev21 was  to call his lazy ass out. He can go put up his empty stats elsewhere. Deuces
@sdkoral
@chicagobulls
@stephenasmith",20-Mar-23
672,@patbev21,Since adding @patbev21 the Bullw have been the #1 defense in the NBA,20-Mar-23
673,@patbev21,Never forget the time @patbev21 got a tech after being so pissed the reffs missed a foul on LeBron that he went and got a photographer's camera to show the reff,20-Mar-23
674,@patbev21,"The @suntimes_sports cover, featuring @patbev21. The Patrick Beverley Effect is real, and #BullsNation is benefitting from it, by @JCowleyHoops - https://bit.ly/3Z4Q9dM",19-Mar-23
675,@patbev21,I hope @patbev21 is having a great Sunday so far,19-Mar-23
676,@NikolaVucevic,"Sunday Funday - Editing @chicagobulls videos for fun @NikolaVucevic @patbev21 

Love my team!

@Stacey21King @adamamin are the  

#Bulls #Chicago #NBA #Basketball #Vucevic #Beverley",19-Mar-23
677,,At the crib,19-Mar-23
678,@JaMorant,"NBA's Patrick Beverly blames rap music for Ja Morant's troubles. https://rollingout.com/2023/03/19/nba-player-patrick-beverly-hip-hop-ja-morants/#PatBev…, #PatrickBeverly, @patbev21, #JaMorant, @JaMorant, #MemphisGrizzlies, #Grizzlies, #NBA, @memgrizz, @NBA, #rap, #hiphop, #hiphopculture",19-Mar-23
679,@patbev21,"Playing for your hometown team just hits different 

(h/t @patbev21)",19-Mar-23
680,@patbev21,I’m happy for @patbev21,19-Mar-23
681,@patbev21,PB with the J @patbev21,19-Mar-23
682,@patbev21,Home boy @patbev21,19-Mar-23
683,@patbev21,This is pretty significant. Congrats @patbev21,19-Mar-23
684,@patbev21,Yearly reminder that @patbev21 is really a bucket.,18-Mar-23
685,@patbev21,Best game as a @chicagobulls @patbev21. That win was season changing. I think.,18-Mar-23
686,@patbev21,U really changed the culture @patbev21,18-Mar-23
687,@cleantheglass,"Since signing @patbev21 Bulls are 2nd in point differential, 6th in Offensive Efficiency, 6th in Defensive Efficiency (per @cleantheglass). They play the best team in that span for their next two games: the 76ers.",18-Mar-23
688,@patbev21,"Bueno por lo menos perdieron los Heats, y nos dan un airecito en la lucha por los Play Off... Te quiero @patbev21",18-Mar-23
689,@chicagobulls,Update @patbev21 @chicagobulls,18-Mar-23
690,@DeMar_DeRozan,"The @chicagobulls sweep the miami heat 3-0 for the season after winning 113-99. @DeMar_DeRozan (24 points, 10 assists) and @NikolaVucevic (13 points, 10 rebounds) had double-doubles. @patbev21 had 17 points and made 5/10 from three point range #BullsNation",18-Mar-23
691,@patbev21,For doubting your game @patbev21 #BullsNation,18-Mar-23
692,@patbev21,gracias por venir @patbev21,18-Mar-23
693,@patbev21,Go off! @patbev21,18-Mar-23
694,@patbev21,thank you god for @patbev21,18-Mar-23
695,@patbev21,General @patbev21 has returned.,18-Mar-23
696,@patbev21,"Pat bev!!!!!!!! 
@patbev21",18-Mar-23
697,@patbev21,"I love me@some @patbev21, he never gets too high or too low on himself and he always makes the best out of the situation he’s getting thrown in. Respect",18-Mar-23
698,@patbev21,Yeah @patbev21,18-Mar-23
699,@patbev21,"Pat bev!!!!!!!! 
@patbev21",18-Mar-23
700,@patbev21,"I love me@some @patbev21, he never gets too high or too low on himself and he always makes the best out of the situation he’s getting thrown in. Respect",18-Mar-23
701,@patbev21,Yeah @patbev21,18-Mar-23
702,@patbev21,I see you folks  @patbev21,18-Mar-23
703,@patbev21,hanging out with @patbev21 will be so cool,18-Mar-23
704,@patbev21,".@patbev21 reached 900 career three-pointers tonight and hit a season-high in a game with 5 treys.

There are still 2 whole quarters remaining. 

#MIAvsCHI",18-Mar-23
705,@patbev21,Dat boy @patbev21 hoopin  #Rockets,18-Mar-23
706,@patbev21,I wanna know who in da world told @patbev21 this was personal,18-Mar-23
707,@patbev21,Let’s fucking Go BIG PAT @patbev21,18-Mar-23
708,@patbev21,Best place to achieve such a feat is sweethome Chicago! Congrats @patbev21,18-Mar-23
709,@patbev21,Lakers should’ve kept bro @patbev21,18-Mar-23
710,@chicagobulls,In Chicago we chant M.V.P when we see one of our own on the court balling  @patbev21 @chicagobulls,18-Mar-23
711,@patbev21,Anda en plan grande @patbev21,18-Mar-23
712,@patbev21,THATS MY GOAT RIGHT THERE LET HIM COOK @patbev21,18-Mar-23
713,@NBCSChicago,"Pat Bev drills his fourth three in the first half!

@patbev21 | @NBCSChicago",18-Mar-23
714,@patbev21,HIM @patbev21 can’t wait for the pod episode where you talk about this performance,18-Mar-23
715,@patbev21,OKAYYYYYYYYY @patbev21,18-Mar-23
716,@patbev21,@patbev21 #BullsNation,18-Mar-23
717,@stephenasmith,Yall better stop underestimating @patbev21 he is out here balling he is focused 4 straight 3pointers he is on   right now  hey @stephenasmith @RealSkipBayless @shaq Charles Barkley @NBAonTNT @FirstTake what you think about that then he got a layup for plus measure hell yeah,18-Mar-23
718,@patbev21,"Pat Bev is on FIRE 

@patbev21 #nba #bulls",18-Mar-23
719,@patbev21,Y’all better stop disrespecting my man @patbev21 LFG,18-Mar-23
720,@patbev21,"That has to feel so damn good for the hometown dude, welcome back!! @patbev21 #grangergrizzliesforlife",18-Mar-23
721,@patbev21,Extraño a @patbev21,18-Mar-23
722,@NBCSChicago,"Pat Bev drills his third three of the night!

@patbev21 | @NBCSChicago",18-Mar-23
723,@patbev21,"Congrats to @patbev21 on cracking 5,000 points for his career!  #BullsNation",18-Mar-23
724,@patbev21,"If @chicagobulls have this @patbev21 heart and hustle all season, they’re a lot closer to the top than the bottom of the @NBA. He’s got that @JoakimNoah game, albeit a lot less talented. #BullsNation #SeeRed #NBATwitter",18-Mar-23
725,@patbev21,"The EFFORT by @patbev21!!! Great addition to the team!
#ChicagoBulls #dayum",18-Mar-23
726,@patbev21,Lmaooooo look what you’ve started @patbev21 I blame you for this shit,18-Mar-23
727,@patbev21,Look what @patbev21 started,18-Mar-23
728,@patbev21,"This outfit  - it's the bucket hat for me, @patbev21 

#BullsRunway
#BullsNation",18-Mar-23
729,@patbev21,Ey @patbev21 . Will you pls beat twolves tomorrow for us lakers fan?,16-Mar-23
730,@patbev21,My favorite kind of player. The @patbev21 position. #WPS,16-Mar-23
731,@patbev21,That looks like @patbev21,16-Mar-23
732,@rone,A little @patbev21 and @rone hype. Best NBA Pod around @PatBevPod #Bulls #BarstoolSportsbook #KOTD,16-Mar-23
733,@patbev21,I’m just going to throw this out there. @patbev21 is my favorite player in the NBA on and off the court. Dude is a wagon in front of the camera and the guy you want to be in the trenches with.,16-Mar-23
734,@KendrickPerkins,It is very within the realm of possibility that NBA Referees are also betting on fan duel/mgm/draft kings etc….is there anyone to check and make sure they aren’t?! OF COURSE NOT!! This is an obvious vulnerability in the game @stephenasmith @KendrickPerkins @JalenRose @patbev21,16-Mar-23
735,@patbev21,"When @patbev21 says he’s the best offensive rebounding PG, you listen to him! Stop critiquing, maybe just have some faith and take it as a sign  If Sabonis scored 1 more point would have made $400 off this game. Seeing the board clearer than ever #GamblingTwitter #NBATwitter",16-Mar-23
736,@patbev21,Happy birthday @patbev21! #TheStarters,16-Mar-23
737,@patbev21,"Hey @patbev21. Looks like you’re 20th in offensive rebounds by a point guard this year which is respectable. However, I couldn’t find you on the all-time list. Btw, the same player is #1 on both lists.",16-Mar-23
738,@patbev21,2 more offensive rebounds for russ @patbev21,15-Mar-23
739,@patbev21,Can you make one damn shot @patbev21,15-Mar-23
740,@patbev21,Is @patbev21 the only person wanting to win this game? Fuck man,15-Mar-23
741,@patbev21,too funny @patbev21,15-Mar-23
742,@patbev21,9 REBs first half  @patbev21,15-Mar-23
743,@patbev21,Well Said @patbev21,15-Mar-23
744,@russwest44,CC: @patbev21 all love though  @russwest44 #whynot,15-Mar-23
745,@NBAMemes,"Most Important Question of the Day:

Does this guy have a mustache or is that a shadow from his nose?

This is allegedly Patrick Beverly at age 15.

To me, it looks like a Wild West cowboy type of mustache but it could be shadows.

@patbev21
 #NBA   

picture from 
@NBAMemes",15-Mar-23
746,@patbev21,“Sturdy” was a solid choice of word @patbev21,15-Mar-23
747,@patbev21,nggas just say ANYTHING on podcasts nowadays @patbev21 you ain’t even in the top 100 statistically,15-Mar-23
748,@patbev21,Dude really say the craziest things @patbev21,15-Mar-23
749,@patbev21,Bro look like he was 43  a dawg tho @patbev21 https://x.com/NBAMemes/statu/NBAMemes/status/1636056112729579522…,15-Mar-23
750,@patbev21,“It would be bad for him” -@lilsasquatch66 on the prospect of playing COD with @patbev21,15-Mar-23
751,@patbev21,"RARE PAT BEV W

@patbev21 cookin",15-Mar-23
752,@patbev21,"THIS TWEET IS NOT A JOKE: @patbev21 just did a comment for ages. One of the best quotes of all time worldwide & I'm not joking. This is the 100% true about our culture, no matter where are You from.

Today's music: Sex, voilence & money.

#NBAtwitter #NBApl #LifeQuote #Morant",15-Mar-23
753,@patbev21,Any team @patbev21 on Solid on 2k lol let my boy run the O,15-Mar-23
754,@patbev21,"Hell nah, he a grown ass man @patbev21",15-Mar-23
755,@patbev21,"@patbev21 
#sayitlouder",15-Mar-23
756,@patbev21,Big facts @patbev21,15-Mar-23
757,@patbev21,It had to be said. Thank you @patbev21,15-Mar-23
758,@patbev21,BOOOOOOOOOOO  @patbev21,15-Mar-23
759,@patbev21,Look at this guy @patbev21,14-Mar-23
760,,A long performance,14-Mar-23
761,@patbev21,Hey @patbev21 the grace period for your Chipotle in the fridge is running out,14-Mar-23
762,@patbev21,Never just seen @patbev21 riding down Madison in that THANG,14-Mar-23
763,@patbev21,We'll keep an eye on your leftover Chipotle in the fridge @patbevpod @patbev21 @stoolmidshow,14-Mar-23
764,@patbev21,Pat Bev having Jerry Springer on his podcast really just set him apart from the rest of his peers. Great content @patbev21,14-Mar-23
765,@2Xtremebounce,Man the energy when @patbev21 @2Xtremebounce @ACFresh21 are on the floor at the same time is gonna be wild,14-Mar-23
766,@VivaLaStool,@patbev21 is now following @VivaLaStool,14-Mar-23
767,@patbev21,“Fuck @lilsasquatch66” -@patbev21,14-Mar-23
768,@patbev21,"barstoolsports: Jerry Springer knows how to perform under pressure @PatBevPod 

@patbev21 @rone @jerryspringer",14-Mar-23
769,@patbev21,Patrick Beverley a real one  they gonna drag you for telling the truth @patbev21,14-Mar-23
770,@jerryspringer,".@PatBevPod using @jerryspringer to settle their beefs is so fuckin funny!! 
@rone @patbev21",14-Mar-23
771,@patbev21,"Jerry Springer knows how to perform under pressure @PatBevPod 

@patbev21 @rone @jerryspringer",14-Mar-23
772,@patbev21,S/o 2 @patbev21 one time real 290 Member I’ll never forget seeing you park that Jeep in the faculty lot at Marshall everyday while my cousin Jeanine  walked me and lil bro to Faraday everyday Subscribe to the pod,13-Mar-23
773,@patbev21,I fuck with @patbev21,13-Mar-23
774,,Real Vibe,13-Mar-23
775,@patbev21,A very Dave Portnoy Show style Rundown out now with special guest @patbev21 breaking down the Ja Morant saga https://youtube.com/watch?v=xd9X29wBIVQ…,13-Mar-23
776,@patbev21,This looks like Patrick Beverly @patbev21,13-Mar-23
777,@PatBevPod,The office confronts @patbev21 about his “husky” comment on the @PatBevPod with @rone,13-Mar-23
778,@espn,"Be careful who you call a bum or scrub. 

Pat Beverly averaged 37.3 ppg, 8 steals, 6 assists, and 6 rebounds in High School.

@patbev21 @espn @SkySportsNBA @NBA @ESPNNBA @abcsport @beINSPORTS_EN @cnnsport @BBCSport @CoolFMKano @chicagobulls",13-Mar-23
779,@patbev21,My goat!!! @patbev21 come back!!,12-Mar-23
780,@patbev21,Don’t do my guy @patbev21 like dat now,12-Mar-23
781,@patbev21,Tell me @CurrenSy_Spitta and @patbev21 aren’t twins how did I never notice lol,12-Mar-23
782,@patbev21,Just ran into @patbev21 and fool is a stand up guy!,12-Mar-23
783,@patbev21,watching @patbev21 play yesterday was fasho one for the books lmao. the courtside Houston fans were absolutely hurt.,12-Mar-23
784,@patbev21,but he also told @patbev21 to not make things personal when he spoke on chris paul on espn. these media personalities are something else,12-Mar-23
785,@patbev21,I believe @patbev21 has officially passed Tony “Trick or Treat” Allen as the most Westside Chicago Dude EVER #BullsNation #SeeRed,11-Mar-23
786,@patbev21,"Also s/o to @patbev21 for his legendary revenge game today.  He is built different.   I missed him earlier as he was not assigned to any team in my Excel, but I have since assigned him.",11-Mar-23
787,@ZachLaVine,"The @chicagobulls came back to beat the houston rockets 119-111. @ZachLaVine led the way with 36 points. @DeMar_DeRozan played great with 27 points. @patbev21 had his best game as a Bull with 16 points, 10 rebounds, 5 assists, and 1 block #BullsNation",11-Mar-23
788,@patbev21,"Filling up the boxscore! 

@NikolaVucevic | @patbev21",11-Mar-23
789,@patbev21,"BULL OF THE GAME 

As voted in our live thread

Patrick Beverley @patbev21 

The Pat Bev effect in full flow tonight, just took it from Zach.

 But Pat Bev was doing it all, including hitting 3s and his defense was solid

#BullsNation",11-Mar-23
790,,Glory to GOD,11-Mar-23
791,@chicagobulls,S/O @patbev21 tonight showing that aggression for the Crib @chicagobulls #welcomehome,11-Mar-23
792,@patbev21,We needed every single one of the Pat Bev threes tonight. Every rebound. We love you dawg  @patbev21,11-Mar-23
793,@patbev21,Only @patbev21 would run off to the other side of the court and celebrate to the opposing crowd rubbing it in like he’s just hit a game winning buzzer beating 3 in the Playoff Finals when in reality he’s just hit a 3 against the 15-51 Houston Rockets when we are tanking for Vic,11-Mar-23
794,@patbev21,TURN ME UP THEN GANG @patbev21,11-Mar-23
795,@ZachLaVine,Hey @patbev21 and @ZachLaVine has taken over this game @NBATV and @nbatnt the refs are cheating for real though the @chicagobulls made a run here too win this game for real though,11-Mar-23
796,@HoustonRockets,@patbev21 fake AZZ beating up on a team that helped make you a household name LOL! You strutting around like you just want a championship LOL you still not good just like you wasn't good when you was with the @HoustonRockets! Sorry LeBron didn't want you,11-Mar-23
797,@patbev21,Right over here!!!!   @patbev21 is doing the dam thang tonight!,11-Mar-23
798,@davidgilks5,Let’s go Pat Bev get you another rebound!!!!!  #doubledouble @patbev21 @davidgilks5,11-Mar-23
799,@patbev21,Talk that talk @patbev21,11-Mar-23
800,@patbev21,Aye…..why @patbev21 mad at us tonight?,11-Mar-23
801,@patbev21,"Nobody:

@patbev21: “F***k is you talking about?!?!”",11-Mar-23
802,@patbev21,"Nobody:

@patbev21: “F***k is you talking about?!?!”",11-Mar-23
803,@ZachLaVine,YESSSS #BullsNation WE’RE ON !!!! @patbev21 @ZachLaVine,11-Mar-23
804,@chicagobulls,Let’s goooo @patbev21 let’s goo #clutch !! In dat man’s face !!!! @chicagobulls #BullsNation,11-Mar-23
805,@patbev21,"Big bucket from Pat Bev! 

@patbev21 | #BullsNation",11-Mar-23
806,@patbev21,Hey @patbev21 out there playing Chess while everyone else playing Checkers let's go Bulls make this one count,11-Mar-23
807,@patbev21,Ayyyee @patbev21  thank you in advance..!!,11-Mar-23
808,@NBCSChicago,"Got him!

@patbev21 | @NBCSChicago",11-Mar-23
809,@patbev21,Let’s gooooooooooo @patbev21,11-Mar-23
810,@NBCSChicago,"Beverley said NOPE!

@patbev21 | @NBCSChicago",11-Mar-23
811,@patbev21,Old crazy Marshall kid. Chicago's own.  @patbev21  #BullsNation,11-Mar-23
812,@chicagobulls,Yo I see you @patbev21 in his O bag tonight but doing everything as well let’s go @chicagobulls #BullsNation sumn bout these Roccets think they just hella young/energized they be runnin/out Runnin our ass !!!  cmon  up !!!!!,11-Mar-23
813,@patbev21,we are cool today @patbev21,11-Mar-23
814,@NBCSChicago,"Gimme the hot sauce Pat! 

@patbev21 | @NBCSChicago",11-Mar-23
815,@patbev21,LOVE THAY HUSTLE @patbev21 #ALLBALL #BullsNation,11-Mar-23
816,@patbev21,I'll be forever grateful for what @patbev21 did for the Wolves last season,11-Mar-23
817,@DeMar_DeRozan,"Yo @ZachLaVine @DeMar_DeRozan @NikolaVucevic @patbev21 @AndreDrummond @CobyWhite If ya'll lose to the LAST PLACE Rockets again, ya'll should be SHAMED! Get the W!!! #BullsNation @chicagobulls",11-Mar-23
818,@chicagobulls,@patbev21 is now following @chicagobulls,11-Mar-23
819,@patbev21,See you tomorrow night @patbev21,11-Mar-23
820,@patbev21,"Y'all see this?? @ZachLaVine @patbev21 @patricklw4 @DeMar_DeRozan @ACFresh21 @NikolaVucevic @CobyWhite
@AyoDos_11

Get it done!",11-Mar-23
821,@patbev21,"Somebody tell @patbev21 thanks for that trade request 

#LakeShow",11-Mar-23
822,,DLo so nice,10-Mar-23
823,,Always love  brother.,10-Mar-23
824,@patbev21,I haven’t worked a @HoustonRockets game all year but I’ll remedy that tomorrow! Bonus that I’ll get to see a glimpse of @patbev21 too! Always great to see PB! I’m looking forward to my homecoming! Lol,10-Mar-23
825,@chicagobulls,Look at @patbev21 hitting 3’s @chicagobulls #BullsNation,10-Mar-23
826,@patbev21,vengo del futuro y @patbev21 nos va a meter en play inn y luego a playoffs guarden esto,10-Mar-23
827,,,10-Mar-23
828,@patbev21,Ayeeeeee @patbev21 how much of a contribution to a charity of your choosing would it take for you to join my buddy and I for 5 minutes for our #angrybearsfan podcast?,10-Mar-23
829,@patbev21,I still can’t believe how much of a bucket @patbev21 was in high school! My guy was hoopin hoopin,10-Mar-23
830,@patbev21,S/o @patbev21 he spoke some real spill on the Ja situation. Real vulnerable without saying too much.,10-Mar-23
831,,Bulls was outside in Denver last night,9-Mar-23
832,@patbev21,Dylan Brooks is what you get when you order @patbev21 on Wish. #faux #perpetrator #MABuster,9-Mar-23
833,@patbev21,"Nice start for @Money23Green who is getting abused by Dillion Brooks & company after talking trash on his podcast. 

Him and @patbev21 have got fans of the #NBA fooled into believing they are good players. 

Hilarious! 

GO GRIZZLIES GO!",9-Mar-23
834,@patbev21,I really hope we go to a bulls game when we go to Chicago! I wanna see @patbev21,9-Mar-23
